switch,arsenic,dist,assoc,educ,dist100,edu0,edu1,edu2,edu3,logarsenic,assoc_half,powarsenic,asSquare,asthird
1,2.36,16.826000213623,0,0,0.16826000213623,1,0,0,0,0.858661619037519,0.0,1.53622914957372,0.737299776008133,0.633091019383143
1,0.71,47.3219985961914,0,0,0.473219985961914,1,0,0,0,-0.342490308946776,0.0,0.842614977317636,0.117299611722458,-0.0401739802581615
0,2.07,20.9669990539551,0,10,0.209669990539551,0,0,1,0,0.727548607277278,0.0,1.43874945699382,0.529326975951106,0.38511110414752
1,1.15,21.4860000610352,0,12,0.214860000610352,0,0,0,1,0.139761942375159,0.0,1.07238052947636,0.0195334005364772,0.00273002600017
1,1.1,40.8740005493164,1,14,0.408740005493164,0,0,0,1,0.0953101798043249,0.5,1.04880884817015,0.0090840303743327,0.0008658005683256
1,3.9,69.5179977416992,1,9,0.695179977416992,0,0,1,0,1.3609765531356,0.5,1.97484176581315,1.85225717818486,2.52087858988671
1,2.97,80.7109985351563,1,4,0.807109985351563,0,1,0,0,1.08856195281461,0.5,1.72336879396141,1.18496712511555,1.2899101277369
1,3.24,55.1459999084473,0,10,0.551459999084473,0,0,1,0,1.17557332980424,0.0,1.8,1.38197265374702,1.62461019426379
1,3.28,52.6469993591309,1,0,0.526469993591309,1,0,0,0,1.18784342239605,0.5,1.81107702762748,1.41097199612957,1.67601380478753
1,2.52,75.0719985961914,1,0,0.750719985961914,1,0,0,0,0.924258901523332,0.5,1.58745078663875,0.854254517045116,0.789552341545463
1,3.13,29.7740001678467,1,5,0.297740001678467,0,1,0,0,1.14103300455206,0.5,1.76918060129541,1.30195631747711,1.48557512872644
1,3.04,34.5040016174316,0,0,0.345040016174316,1,0,0,0,1.11185751541813,0.0,1.74355957741627,1.23622713459178,1.37450843035969
1,2.91,63.8040008544922,1,0,0.638040008544922,1,0,0,0,1.0681530811834,0.5,1.7058722109232,1.14095100484159,1.21871033130085
1,3.21,73.6039962768555,1,0,0.736039962768555,1,0,0,0,1.16627093714192,0.5,1.79164728671689,1.3601878988219,1.58634761544813
1,1.7,67.6549987792969,1,0,0.676549987792969,1,0,0,0,0.53062825106217,0.5,1.30384048104053,0.281566340825298,0.149407054990103
1,1.8,80.6600036621094,1,7,0.806600036621094,0,0,1,0,0.587786664902119,0.5,1.34164078649987,0.345493163436756,0.203076274282974
1,1.44,52.181999206543,0,7,0.52181999206543,0,0,1,0,0.364643113587909,0.0,1.2,0.132964600287085,0.0484846258456544
1,1.43,52.181999206543,1,7,0.52181999206543,0,0,1,0,0.357674444271816,0.5,1.19582607431014,0.127931008085152,0.04575765222199
1,2.33,50.5340003967285,1,0,0.505340003967285,1,0,0,0,0.845868267577609,0.5,1.52643375224737,0.715493126094746,0.605212931033451
1,2.83,31.4220008850098,0,10,0.314220008850098,0,0,1,0,1.04027671165515,0.0,1.68226038412607,1.08217563681204,1.12576211289615
1,1.79,33.0089988708496,1,7,0.330089988708496,0,0,1,0,0.582215619852664,0.5,1.33790881602597,0.338975028000421,0.197356556041839
1,2.54,37.8709983825684,0,0,0.378709983825684,1,0,0,0,0.932164081030445,0.0,1.59373774505092,0.868929873963334,0.809985217442932
1,2.25,48.3730010986328,1,5,0.483730010986328,0,1,0,0,0.810930216216329,0.5,1.5,0.657607815572662,0.533274048067886
1,2.42,47.3089981079102,0,0,0.473089981079102,1,0,0,0,0.883767540168595,0.0,1.5556349186104,0.781045065055649,0.690262275905051
1,1.62,67.7850036621094,0,8,0.677850036621094,0,0,1,0,0.482426149244293,0.0,1.27279220613579,0.232734989474677,0.112277444766679
1,2.34,81.1380004882813,1,8,0.811380004882813,0,0,1,0,0.85015092936961,0.5,1.52970585407784,0.722756602708012,0.614452197500238
1,3.49,95.4599990844727,0,10,0.954599990844727,0,0,1,0,1.24990173621434,0.0,1.86815416922694,1.56225435019161,1.95266442471289
1,2.13,114.417999267578,0,16,1.14417999267578,0,0,0,1,0.756121979721334,0.0,1.45945195193264,0.571720448217709,0.432290397153542
1,0.93,157.628997802734,1,10,1.57628997802734,0,0,1,0,-0.0725706928348354,0.5,0.964365076099296,0.005266505458528,-0.0003821939499438
1,3.36,151.919998168945,1,10,1.51919998168945,0,0,1,0,1.21194097397511,0.5,1.83303027798234,1.46880092439975,1.78010002289257
1,1.49,107.69100189209,0,10,1.0769100189209,0,0,1,0,0.398776119957368,0.0,1.22065556157337,0.159022393848253,0.0634143332051387
1,0.83,105.667999267578,0,10,1.05667999267578,0,0,1,0,-0.186329578191493,0.0,0.91104335791443,0.0347187117090199,-0.0064691229080937
1,1.37,105.625999450684,1,0,1.05625999450684,1,0,0,0,0.314810739840034,0.5,1.17046999107196,0.0991058019186293,0.0311995708244435
0,2.8,107.69100189209,0,0,1.0769100189209,1,0,0,0,1.02961941718116,0.0,1.67332005306815,1.06011614423647,1.09151616657309
0,0.81,107.69100189209,0,0,1.0769100189209,1,0,0,0,-0.210721031315653,0.0,0.9,0.0444033530387322,-0.0093567203461946
1,1.48,125.317001342773,1,3,1.25317001342773,0,1,0,0,0.392042087776024,0.5,1.21655250605964,0.153696998587783,0.0602556922112632
0,1.92,107.69100189209,1,0,1.0769100189209,1,0,0,0,0.65232518603969,0.5,1.3856406460551,0.425528148341716,0.277582728532135
1,2.74,107.69100189209,0,10,1.0769100189209,0,0,1,0,1.00795792039998,0.0,1.65529453572468,1.01597916929705,1.02406425065435
1,2.49,107.69100189209,1,0,1.0769100189209,1,0,0,0,0.912282710476616,0.5,1.57797338380595,0.832259743834562,0.759256174925968
0,3.95,107.69100189209,0,0,1.0769100189209,1,0,0,0,1.37371557891303,0.0,1.98746069143518,1.88709449174836,2.59233110219569
1,2.75,107.69100189209,0,0,1.0769100189209,1,0,0,0,1.01160091167848,0.0,1.6583123951777,1.02333640450873,1.03520803975481
1,2.91,54.5699996948242,0,0,0.545699996948242,1,0,0,0,1.0681530811834,0.0,1.7058722109232,1.14095100484159,1.21871033130085
1,0.83,54.5699996948242,0,0,0.545699996948242,1,0,0,0,-0.186329578191493,0.0,0.91104335791443,0.0347187117090199,-0.0064691229080937
1,3.67,54.5699996948242,1,5,0.545699996948242,0,1,0,0,1.30019166206648,0.5,1.9157244060668,1.69049835810719,2.19797186994804
1,2.9,54.5699996948242,0,0,0.545699996948242,1,0,0,0,1.06471073699243,0.0,1.70293863659264,1.13360895346696,1.20696562430702
1,0.78,54.5699996948242,1,10,0.545699996948242,0,0,1,0,-0.2484613592985,0.5,0.883176086632785,0.0617330470644581,-0.0153382767872735
0,2.52,3.61800003051758,1,5,0.0361800003051758,0,1,0,0,0.924258901523332,0.5,1.58745078663875,0.854254517045116,0.789552341545463
1,2.48,58.1669998168945,0,0,0.581669998168945,1,0,0,0,0.908258560176891,0.0,1.57480157480236,0.824933612134599,0.749253014798892
1,4.47,72.3460006713867,0,8,0.723460006713867,0,0,1,0,1.49738840862548,0.0,2.1142374511866,2.24217204628594,3.35740243225263
1,1.52,40.318000793457,0,0,0.40318000793457,1,0,0,0,0.418710334858185,0.0,1.2328828005938,0.175318344517053,0.0734076027395181
1,1.8,67.2190017700195,0,0,0.672190017700195,1,0,0,0,0.587786664902119,0.0,1.34164078649987,0.345493163436756,0.203076274282974
0,0.51,99.0130004882813,0,0,0.990130004882813,1,0,0,0,-0.673344553263766,0.0,0.714142842854285,0.45339288740998,-0.305289631226042
1,0.64,115.91300201416,1,0,1.1591300201416,1,0,0,0,-0.446287102628419,0.5,0.8,0.199172177972469,-0.0888879742315253
1,1.01,71.7990036010742,1,5,0.717990036010742,0,1,0,0,0.009950330853168,0.5,1.00498756211209,9.90090840875088e-05,9.85173144139853e-07
1,0.74,141.535995483398,0,8,1.41535995483398,0,0,1,0,-0.301105092783922,0.0,0.860232526704263,0.090664276900414,-0.0272994755082863
1,1.81,84.6460037231445,1,0,0.846460037231445,1,0,0,0,0.593326845277734,0.5,1.34536240470737,0.352036745327229,0.208872851526846
1,2.69,65.931999206543,0,0,0.65931999206543,1,0,0,0,0.989541193613748,0.0,1.64012194668567,0.979191773858521,0.968950596680723
1,4.85,67.9400024414063,1,0,0.679400024414063,1,0,0,0,1.57897870494939,0.5,2.20227155455452,2.49317375068366,3.9366682600683
1,3.18,64.697998046875,0,6,0.64697998046875,0,0,1,0,1.15688119679209,0.0,1.7832554500127,1.33837410349109,1.5483398346023
1,5.06,62.6349983215332,1,10,0.626349983215332,0,0,1,0,1.62136648329937,0.5,2.2494443758404,2.62882927316658,4.26229567382855
1,2.69,47.9090003967285,0,10,0.479090003967285,0,0,1,0,0.989541193613748,0.0,1.64012194668567,0.979191773858521,0.968950596680723
1,0.57,24.0030002593994,0,12,0.240030002593994,0,0,0,1,-0.562118918153541,0.0,0.754983443527075,0.315977678146108,-0.177617030600158
1,4.55,17.9820003509521,0,7,0.179820003509521,0,0,1,0,1.51512723296286,0.0,2.13307290077015,2.29561053206569,3.47814203340909
0,3.91,11.1470003128052,1,6,0.111470003128052,0,0,1,0,1.36353737399727,0.5,1.97737199332852,1.85923417028738,2.53513527819966
1,0.89,39.9770011901855,1,5,0.399770011901855,0,1,0,0,-0.116533816255952,0.5,0.94339811320566,0.0135801303311759,-0.0015825444127451
0,1.0,69.1309967041016,0,0,0.691309967041016,1,0,0,0,0.0,0.0,1.0,0.0,0.0
1,0.95,37.6529998779297,1,0,0.376529998779297,1,0,0,0,-0.0512932943875506,0.5,0.974679434480896,0.0026310020491279,-0.0001349527626401
1,3.55,32.0709991455078,1,7,0.320709991455078,0,0,1,0,1.26694760348732,0.5,1.88414436814168,1.60515622998227,2.03364883879879
1,4.52,19.0839996337891,0,5,0.190839996337891,0,1,0,0,1.50851199384414,0.0,2.12602916254693,2.27560843557162,3.43278261835269
1,4.76,23.9120006561279,0,0,0.239120006561279,1,0,0,0,1.56024766824333,0.0,2.18174242292714,2.43437278625874,3.79822446339522
1,1.99,28.5599994659424,1,5,0.285599994659424,0,1,0,0,0.688134638736401,0.5,1.41067359796659,0.473529281028877,0.325851900731914
